epoch,z_bias,z_std_ratio,ks,gen_z_le_0,gen_z_ge_1,gen_z_gt_0.99,gen_z_gt_0.999,gen_z_max,g4_z_le_0,g4_z_ge_1,g4_z_gt_0.99,g4_z_gt_0.999,g4_z_max,phys_reg,n_rows
11199,4.127621650695801e-06,1.0011752843856812,0.004502,0.004502,0.0,0.000924,9.4e-05,0.9999845027923584,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11299,0.00017055869102478027,0.9991317391395569,0.004704,0.003944,0.0,0.001,9.4e-05,0.9999974966049194,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11399,-0.0008226633071899414,1.0004839897155762,0.005037,0.005037,0.0,0.001039,0.00011,0.9999973773956299,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11499,0.00030265748500823975,1.0035823583602905,0.004109,0.004109,0.0,0.000515,5.1e-05,0.99998539686203,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11599,-0.00026752054691314697,0.9995673298835754,0.004135,0.004135,0.0,0.000818,7.8e-05,0.9999746084213257,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11699,2.0563602447509766e-05,1.0014477968215942,0.00406,0.00406,0.0,0.001069,9.1e-05,0.9999915361404419,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11799,0.00028505921363830566,1.0016722679138184,0.004067,0.004067,0.0,0.001071,0.000105,0.9999966621398926,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11899,-5.905330181121826e-05,1.000730037689209,0.004654,0.004654,0.0,0.00104,9.7e-05,0.9999946355819702,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
11999,-0.0003252774477005005,1.0001652240753174,0.004133,0.004133,0.0,0.001044,0.000104,0.9999995231628418,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
12099,0.0002537369728088379,1.0022109746932983,0.003929,0.003929,0.0,0.001062,0.000111,0.9999862909317017,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
